"element","image"
"29_52_13","14_65_15_1"
"33_50_13","16_65_15_1"
"49_42_13","24_65_15_2"
"53_40_13","26_65_15_1"
"61_36_13","30_65_15_2"
"65_34_13","32_65_15_1"
"73_30_13","36_65_15_1"
"83_25_13","41_65_15_1"
"133_0_13","66_65_15_1"
"13_60_14","6_65_16_1"
"17_58_14_0","8_65_16_1"
"17_58_14_1","8_65_16_1 + 8_65_16_2"
"25_54_14_0","12_65_16_3"
"25_54_14_1","12_65_16_1 + 12_65_16_2"
"25_54_14_2","12_65_16_1"
"29_52_14_0","14_65_16_1"
"29_52_14_1","14_65_16_2"
"41_46_14","20_65_16_2"
"49_42_14","24_65_16_1"
"61_36_14","30_65_16_1"
"81_26_14","40_65_16_1"
"133_0_14","66_65_16_1"
"5_64_15_0","2_65_17_0 + 2_65_17_1"
"5_64_15_1","2_65_17_0"
"9_62_15_0","4_65_17_0"
"9_62_15_1","4_65_17_1"
"13_60_15_0","6_65_17_0"
"13_60_15_1","6_65_17_1"
"21_56_15","10_65_17_0"
"25_54_15_0","12_65_17_0"
"25_54_15_1","12_65_17_0 + 12_65_17_1"
"25_54_15_2","12_65_17_0 + 12_65_17_1 + 12_65_17_2"
"37_48_15","18_65_17_1"
"41_46_15","20_65_17_1"
"43_45_15","21_65_17"
"49_42_15","24_65_17_1"
"55_39_15","27_65_17"
"133_0_15","66_65_17"
"5_64_16","2_65_18_0"
"9_62_16","4_65_18"
"13_60_16","6_65_18"
"21_56_16_0","10_65_18_0"
"21_56_16_1","10_65_18_1"
"25_54_16_0","12_65_18_0"
"25_54_16_1","12_65_18_0 + 12_65_18_1"
"33_50_16","16_65_18_1"
"37_48_16","18_65_18_1"
"39_47_16_0","19_65_18"
"39_47_16_1","0"
"41_46_16","20_65_18"
"45_44_16","22_65_18_1"
"49_42_16","24_65_18_1"
"51_41_16","25_65_18"
"57_38_16","28_65_18"
"133_0_16","66_65_18"
"17_58_17","8_65_19_1"
"21_56_17","10_65_19_1"
"25_54_17_0","0"
"25_54_17_1","12_65_19_1"
"33_50_17","16_65_19_2"
"37_48_17","18_65_19_1"
"41_46_17","20_65_19_2"
"45_44_17","22_65_19_2"
"49_42_17","24_65_19_1"
"57_38_17","28_65_19_1"
"67_33_17","33_65_19_1"
"133_0_17","66_65_19_1"
"5_64_18","2_65_20"
"9_62_18_0","4_65_20_0 + 4_65_20_1"
"9_62_18_1","4_65_20_1"
"13_60_18_0","6_65_20_0"
"13_60_18_1","6_65_20_0 + 6_65_20_1"
"33_50_18","16_65_20_0"
"41_46_18","20_65_20_1"
"45_44_18","22_65_20"
"65_34_18","32_65_20"
"133_0_18","66_65_20"
"9_62_19_0","4_65_21_0"
"9_62_19_1","4_65_21_0 + 4_65_21_1"
"13_60_19","6_65_21"
"21_56_19","10_65_21_1"
"27_53_19","13_65_21"
"33_50_19","16_65_21_1"
"41_46_19","20_65_21"
"133_0_19","66_65_21"
"9_62_20","4_65_22_1"
"13_60_20","6_65_22_1"
"17_58_20","8_65_22_2"
"21_56_20","10_65_22_2"
"23_55_20","11_65_22_1"
"29_52_20","14_65_22_2"
"33_50_20","16_65_22_2"
"35_49_20","17_65_22_1"
"41_46_20","20_65_22_1"
"133_0_20","66_65_22_1"
"5_64_21","2_65_23_0"
"9_62_21_0","0"
"9_62_21_1","4_65_23_1"
"17_58_21","8_65_23_2"
"21_56_21","10_65_23_1"
"29_52_21","14_65_23_2"
"33_50_21","16_65_23_1"
"41_46_21","20_65_23_1"
"51_41_21","25_65_23_1"
"133_0_21","66_65_23_1"
"9_62_22","4_65_24_1"
"17_58_22_0","8_65_24_0"
"17_58_22_1","8_65_24_0 + 8_65_24_1"
"29_52_22","14_65_24"
"49_42_22","24_65_24"
"133_0_22","66_65_24"
"9_62_23","4_65_25"
"17_58_23_0","8_65_25_1"
"17_58_23_1","8_65_25_2"
"23_55_23","11_65_25"
"133_0_23","66_65_25"
"5_64_24","2_65_26"
"9_62_24","4_65_26"
"13_60_24","6_65_26_1"
"17_58_24_0","8_65_26_1"
"17_58_24_1","8_65_26_2"
"19_57_24","9_65_26"
"25_54_24","12_65_26"
"133_0_24","66_65_26"
"9_62_25","4_65_27_1"
"13_60_25_0","6_65_27_2"
"13_60_25_1","6_65_27_1 + 6_65_27_2"
"17_58_25","8_65_27"
"25_54_25","12_65_27"
"35_49_25","17_65_27"
"133_0_25","66_65_27"
"9_62_26_0","4_65_28_0"
"9_62_26_1","4_65_28_0 + 4_65_28_1"
"13_60_26_0","0"
"13_60_26_1","6_65_28"
"33_50_26","16_65_28_1"
"133_0_26","66_65_28_1"
"5_64_27","2_65_29"
"133_0_27","66_65_29_1"
"9_62_28","4_65_30_1"
"133_0_28","66_65_30_1"
"9_62_29","4_65_31_1"
"19_57_29","9_65_31_1"
"133_0_29","66_65_31_1"
"17_58_30","8_65_32_1"
"133_0_30","66_65_32_1"
"133_0_31","66_65_33_1"
"133_0_32","66_65_34"
"133_0_33","66_65_35"
"73_31_1","36_66_3"
"105_15_1","52_66_3"
"121_7_1","60_66_3_1"
"129_3_1","64_66_3_2"
"133_1_1","66_66_3_1"
"43_46_2","21_66_4"
"59_38_2","29_66_4"
"67_34_2","33_66_4"
"73_31_2","36_66_4_0"
"75_30_2","37_66_4"
"99_18_2","49_66_4_0"
"105_15_2","52_66_4_1"
"107_14_2","53_66_4"
"121_7_2","60_66_4_2"
"129_3_2","64_66_4_2"
"131_2_2","65_66_4_1"
"25_55_3","12_66_5"
"29_53_3","14_66_5"
"37_49_3","18_66_5"
"41_47_3_0","20_66_5_0"
"41_47_3_1","20_66_5_0 + 20_66_5_1"
"45_45_3_0","22_66_5_0"
"45_45_3_1","22_66_5_0 + 22_66_5_1"
"53_41_3","26_66_5"
"57_39_3","28_66_5_0"
"61_37_3","30_66_5"
"73_31_3_0","36_66_5_0"
"73_31_3_1","36_66_5_0 + 36_66_5_1"
"93_21_3","46_66_5_0"
"97_19_3","48_66_5"
"105_15_3","52_66_5"
"121_7_3","60_66_5_1"
"129_3_3","64_66_5"
"21_57_4","10_66_6_1"
"23_56_4","11_66_6"
"27_54_4","13_66_6"
"29_53_4","14_66_6_0"
"35_50_4_0","17_66_6_0"
"35_50_4_1","17_66_6_1"
"37_49_4","18_66_6_1"
"41_47_4","20_66_6_1"
"45_45_4","22_66_6_0"
"53_41_4","26_66_6_1"
"57_39_4","28_66_6_1"
"59_38_4_0","29_66_6_1"
"59_38_4_1","29_66_6_1"
"69_33_4","34_66_6_2"
"71_32_4","35_66_6_1"
"73_31_4","36_66_6_1"
"89_23_4","44_66_6_1"
"99_18_4_0","49_66_6_1"
"99_18_4_1","0"
"101_17_4","50_66_6_1"
"105_15_4","52_66_6_1"
"107_14_4","53_66_6_1"
"121_7_4","60_66_6_1"
"13_61_5","6_66_7_0"
"17_59_5_0","8_66_7_0"
"17_59_5_1","8_66_7_3"
"21_57_5","10_66_7_2"
"25_55_5_0","0"
"25_55_5_1","12_66_7_3"
"27_54_5","13_66_7_3"
"29_53_5_0","0"
"29_53_5_1","14_66_7_2 + 14_66_7_3"
"29_53_5_2","14_66_7_2"
"33_51_5_0","16_66_7_4"
"33_51_5_1","16_66_7_2"
"33_51_5_2","16_66_7_2 + 16_66_7_5"
"37_49_5_0","18_66_7_3"
"37_49_5_1","0"
"39_48_5_0","19_66_7_2"
"39_48_5_1","0"
"41_47_5","20_66_7_2"
"45_45_5_0","0"
"45_45_5_1","22_66_7_2"
"57_39_5","28_66_7_2"
"61_37_5","30_66_7_3"
"65_35_5","32_66_7_2"
"73_31_5_0","36_66_7_2"
"73_31_5_1","36_66_7_3"
"89_23_5","44_66_7_2"
"101_17_5","50_66_7_2"
"105_15_5_0","52_66_7_2"
"105_15_5_1","52_66_7_3"
"113_11_5","56_66_7_3"
"117_9_5","58_66_7_2"
"9_63_6_0","4_66_8_0"
"9_63_6_1","4_66_8_1"
"17_59_6","8_66_8_3"
"19_58_6_0","9_66_8_0"
"19_58_6_1","0"
"21_57_6","10_66_8_3"
"23_56_6","11_66_8_2"
"27_54_6_0","13_66_8_3"
"27_54_6_1","13_66_8_2"
"29_53_6_0","14_66_8_2"
"29_53_6_1","0"
"33_51_6_0","16_66_8_4"
"33_51_6_1","16_66_8_3"
"35_50_6","17_66_8_2"
"37_49_6","18_66_8_0"
"43_46_6","21_66_8_1"
"45_45_6","22_66_8_1"
"59_38_6_0","0"
"59_38_6_1","29_66_8_1"
"61_37_6","30_66_8_1"
"67_34_6","33_66_8_1"
"73_31_6","36_66_8_2"
"75_30_6","37_66_8_1"
"101_17_6","50_66_8_1"
"105_15_6","52_66_8_2"
"113_11_6","56_66_8_2"
"115_10_6","57_66_8_1"
"5_65_7","2_66_9"
"9_63_7_0","0"
"9_63_7_1","0"
"9_63_7_2","4_66_9_0"
"13_61_7_0","0"
"13_61_7_1","0"
"13_61_7_2","6_66_9_1"
"17_59_7_0","8_66_9_2 + 8_66_9_3"
"17_59_7_1","8_66_9_3"
"21_57_7","10_66_9_1"
"25_55_7_0","12_66_9_2"
"25_55_7_1","12_66_9_1"
"25_55_7_2","12_66_9_1 + 12_66_9_3"
"25_55_7_3","12_66_9_2 + 12_66_9_4"
"33_51_7_0","16_66_9_0"
"33_51_7_1","16_66_9_2"
"39_48_7_0","19_66_9_1"
"39_48_7_1","0"
"39_48_7_2","0"
"41_47_7","20_66_9_0"
"43_46_7","21_66_9_0"
"45_45_7","22_66_9"
"61_37_7_0","0"
"61_37_7_1","30_66_9_0"
"65_35_7","32_66_9_1"
"71_32_7","35_66_9"
"73_31_7","36_66_9"
"77_29_7","38_66_9"
"89_23_7","44_66_9"
"105_15_7","52_66_9_1"
"113_11_7","56_66_9"
"5_65_8","2_66_10"
"9_63_8","4_66_10"
"13_61_8_0","0"
"13_61_8_1","6_66_10_1"
"17_59_8","8_66_10_0"
"21_57_8_0","10_66_10_1"
"21_57_8_1","10_66_10_2"
"21_57_8_2","0"
"25_55_8","12_66_10_2"
"33_51_8","16_66_10_1"
"41_47_8_0","20_66_10_3 + 20_66_10_4"
"41_47_8_1","20_66_10_3"
"43_46_8","21_66_10_2"
"61_37_8_0","30_66_10_2"
"61_37_8_1","30_66_10_2 + 30_66_10_4"
"65_35_8","32_66_10_3"
"67_34_8","33_66_10_2"
"73_31_8_0","36_66_10_2"
"73_31_8_1","36_66_10_3"
"77_29_8","38_66_10_2"
"85_25_8","42_66_10_2"
"89_23_8","44_66_10_2"
"91_22_8","45_66_10_2"
"105_15_8","52_66_10_2"
"9_63_9_0","4_66_11_0"
"9_63_9_1","4_66_11_0 + 4_66_11_1"
"13_61_9","6_66_11_1"
"21_57_9_0","10_66_11_2"
"21_57_9_1","0"
"25_55_9","12_66_11_3"
"29_53_9","14_66_11_1"
"33_51_9","16_66_11_1"
"45_45_9","22_66_11_2"
"57_39_9","28_66_11_3"
"61_37_9","30_66_11_3"
"65_35_9","32_66_11_2"
"73_31_9_0","36_66_11_2"
"73_31_9_1","36_66_11_2 + 36_66_11_3"
"85_25_9","42_66_11_2"
"89_23_9_0","44_66_11_2"
"89_23_9_1","44_66_11_3"
"97_19_9","48_66_11_3"
"101_17_9","50_66_11_2"
"5_65_10","2_66_12"
"9_63_10_0","0"
"9_63_10_1","4_66_12_0 + 4_66_12_1"
"9_63_10_2","4_66_12_0"
"11_62_10_0","5_66_12"
"11_62_10_1","0"
"17_59_10","8_66_12_2"
"23_56_10_0","0"
"23_56_10_1","11_66_12_1"
"25_55_10","12_66_12_2"
"29_53_10","14_66_12_3"
"35_50_10_0","17_66_12_2"
"35_50_10_1","0"
"41_47_10","20_66_12_2"
"53_41_10","26_66_12_3"
"61_37_10","30_66_12_2"
"73_31_10_0","0"
"73_31_10_1","36_66_12_2"
"85_25_10","42_66_12_2"
"89_23_10","44_66_12_3"
"97_19_10","48_66_12_3"
"99_18_10","49_66_12_2"
"5_65_11_0","2_66_13_0"
"5_65_11_1","2_66_13_0 + 2_66_13_1"
"9_63_11_0","4_66_13_0"
"9_63_11_1","0"
"9_63_11_2","4_66_13_0 + 4_66_13_1 + 4_66_13_2 + 4_66_13_3"
"9_63_11_3","4_66_13_0 + 4_66_13_1"
"9_63_11_4","4_66_13_3"
"13_61_11_0","0"
"13_61_11_1","6_66_13_1 + 6_66_13_2"
"13_61_11_2","6_66_13_1"
"17_59_11_0","8_66_13_1"
"17_59_11_1","8_66_13_1 + 8_66_13_2"
"21_57_11_0","10_66_13_0"
"21_57_11_1","10_66_13_1"
"25_55_11","12_66_13_0"
"27_54_11_0","13_66_13"
"27_54_11_1","13_66_13"
"27_54_11_2","0"
"29_53_11","14_66_13"
"37_49_11","18_66_13"
"49_43_11","24_66_13_1"
"55_40_11","27_66_13"
"61_37_11","30_66_13"
"73_31_11","36_66_13"
"89_23_11","44_66_13_1"
"97_19_11","48_66_13"
"5_65_12_0","0"
"5_65_12_1","2_66_14"
"9_63_12","4_66_14_1"
"11_62_12_0","0"
"11_62_12_1","5_66_14_1"
"13_61_12","6_66_14_1"
"17_59_12","8_66_14_0"
"21_57_12_0","10_66_14_0"
"21_57_12_1","10_66_14_0 + 10_66_14_1"
"25_55_12","12_66_14"
"29_53_12_0","14_66_14_0"
"29_53_12_1","14_66_14_0 + 14_66_14_1"
"33_51_12","16_66_14"
"45_45_12","22_66_14_0"
"49_43_12","24_66_14_1"
"51_42_12","25_66_14"
"57_39_12","28_66_14"
"61_37_12","30_66_14"
"69_33_12","34_66_14"
"73_31_12","36_66_14_0"
"75_30_12","37_66_14"
"89_23_12","44_66_14"
"5_65_13","2_66_15"
"9_63_13_0","0"
"9_63_13_1","4_66_15_1"
"17_59_13","8_66_15_1"
"21_57_13","10_66_15_1"
"29_53_13_0","14_66_15_1"
"29_53_13_1","14_66_15_2 + 14_66_15_3"
"29_53_13_2","14_66_15_1 + 14_66_15_3"
"41_47_13_0","20_66_15_2"
"41_47_13_1","20_66_15_2 + 20_66_15_3"
"49_43_13","24_66_15_1"
"57_39_13","28_66_15_1"
"69_33_13","34_66_15_1"
"73_31_13_0","36_66_15_1"
"73_31_13_1","36_66_15_2"
"81_27_13","40_66_15_2"
"85_25_13","42_66_15_1"
"5_65_14_0","2_66_16_0 + 2_66_16_1"
"5_65_14_1","2_66_16_1"
"9_63_14_0","0"
"9_63_14_1","4_66_16_0"
"13_61_14_0","6_66_16_0"
"13_61_14_1","6_66_16_1"
"21_57_14","10_66_16_0"
"25_55_14","12_66_16"
"29_53_14_0","14_66_16_1"
"29_53_14_1","14_66_16_0"
"37_49_14","18_66_16_1"
"41_47_14","20_66_16_1"
"43_46_14","21_66_16"
"69_33_14","34_66_16"
"73_31_14","36_66_16_1"
"81_27_14","40_66_16_1"
"83_26_14","41_66_16"
"9_63_15","4_66_17_0"
"11_62_15","5_66_17"
"21_57_15_0","10_66_17_0"
"21_57_15_1","10_66_17_1"
"25_55_15","12_66_17"
"29_53_15_0","14_66_17_0"
"29_53_15_1","14_66_17_1"
"33_51_15","16_66_17_1"
"39_48_15","19_66_17"
"41_47_15","20_66_17"
"45_45_15","22_66_17"
"57_39_15","28_66_17"
"73_31_15","36_66_17_1"
"81_27_15","40_66_17"
"5_65_16_0","0"
"5_65_16_1","2_66_18"
"9_63_16","4_66_18_0"
"17_59_16","8_66_18_1"
"21_57_16","10_66_18_1"
"25_55_16","12_66_18_1"
"29_53_16_0","14_66_18_1"
"29_53_16_1","14_66_18_1 + 14_66_18_3"
"33_51_16","16_66_18_2"
"35_50_16","17_66_18_1"
"41_47_16_0","20_66_18_1"
"41_47_16_1","20_66_18_2"
"45_45_16","22_66_18_1"
"53_41_16","26_66_18_1"
"57_39_16","28_66_18_1"
"59_38_16","29_66_18_1"
"73_31_16","36_66_18_1"
"5_65_17","2_66_19"
"9_63_17","4_66_19_0"
"13_61_17_0","6_66_19_0"
"13_61_17_1","6_66_19_0 + 6_66_19_1"
"17_59_17","8_66_19"
"25_55_17","12_66_19_1"
"29_53_17","14_66_19_1"
"33_51_17","16_66_19"
"41_47_17_0","20_66_19_0"
"41_47_17_1","20_66_19_1"
"53_41_17","26_66_19"
"57_39_17_0","28_66_19_0"
"57_39_17_1","28_66_19_0 + 28_66_19_1"
"65_35_17","32_66_19_1"
"69_33_17","34_66_19"
"9_63_18","4_66_20"
"13_61_18","6_66_20"
"17_59_18","8_66_20_0"
"21_57_18","10_66_20_1"
"29_53_18","14_66_20"
"41_47_18_0","0"
"41_47_18_1","20_66_20"
"53_41_18","26_66_20"
"57_39_18","28_66_20_1"
"65_35_18","32_66_20_1"
"67_34_18","33_66_20"
"9_63_19","4_66_21_1"
"13_61_19","6_66_21_1"
"17_59_19_0","8_66_21_3"
"17_59_19_1","8_66_21_2 + 8_66_21_3"
"23_56_19_0","11_66_21_1"
"23_56_19_1","0"
"29_53_19","14_66_21_1"
"41_47_19","20_66_21_1"
"57_39_19","28_66_21_2"
"65_35_19","32_66_21_1"
"5_65_20","2_66_22"
"9_63_20","4_66_22_0"
"13_61_20_0","6_66_22_0"
"13_61_20_1","6_66_22_2"
"17_59_20","8_66_22_1"
"19_58_20_0","9_66_22"
"19_58_20_1","0"
"25_55_20","12_66_22"
"29_53_20","14_66_22"
"37_49_20","18_66_22"
"41_47_20","20_66_22_0"
"43_46_20","21_66_22"
"57_39_20","28_66_22"
"9_63_21_0","4_66_23_1"
"9_63_21_1","4_66_23_2"
"13_61_21","6_66_23_1"
"17_59_21","8_66_23"
"25_55_21","12_66_23"
"37_49_21","18_66_23"
"41_47_21_0","20_66_23_0"
"41_47_21_1","20_66_23_1"
"49_43_21","24_66_23_1"
"53_41_21","26_66_23"
"5_65_22","2_66_24"
"9_63_22","4_66_24"
"37_49_22","18_66_24_1"
"41_47_22","20_66_24_2"
"49_43_22","24_66_24_2"
"51_42_22","25_66_24_1"
"5_65_23_0","0"
"5_65_23_1","2_66_25"
"13_61_23","6_66_25_1"
"25_55_23","12_66_25_1"
"41_47_23","20_66_25_2"
"49_43_23","24_66_25_1"
"9_63_24","4_66_26_1"
"13_61_24_0","6_66_26_2"
"13_61_24_1","6_66_26_1"
"21_57_24","10_66_26_1"
"25_55_24","12_66_26_1"
"27_54_24","13_66_26_1"
"41_47_24","20_66_26_1"
"9_63_25","4_66_27"
"13_61_25_0","0"
"13_61_25_1","6_66_27"
"21_57_25","10_66_27_1"
"25_55_25_0","12_66_27_1"
"25_55_25_1","12_66_27_2"
"33_51_25","16_66_27_2"
"37_49_25","18_66_27_1"
"5_65_26","2_66_28"
"13_61_26","6_66_28_1"
"21_57_26","10_66_28_1"
"25_55_26","12_66_28_2"
"33_51_26","16_66_28_2"
"35_50_26","17_66_28_1"
"9_63_27","4_66_29_1"
"13_61_27","6_66_29_1"
"25_55_27","12_66_29_2"
"33_51_27","16_66_29_1"
"9_63_28","4_66_30_0"
"11_62_28","5_66_30"
"25_55_28","12_66_30"
"5_65_29","2_66_31"
"9_63_29_0","4_66_31_0"
"9_63_29_1","4_66_31_0 + 4_66_31_1"
"17_59_29","8_66_31_1"
"21_57_29","10_66_31"
"5_65_30","2_66_32"
"9_63_30","4_66_32_1"
"17_59_30","8_66_32_1"
"19_58_30","9_66_32"
"9_63_31","4_66_33_1"
"17_59_31","8_66_33"
"75_31_1","37_67_3"
"107_15_1","53_67_3"
"123_7_1","61_67_3"
"131_3_1","65_67_3"
"137_0_1","68_67_3"
"45_46_2","22_67_4"
"61_38_2","30_67_4"
"69_34_2","34_67_4"
"73_32_2","36_67_4"
"77_30_2","38_67_4"
"101_18_2","50_67_4"
"105_16_2","52_67_4"
"109_14_2","54_67_4"
"121_8_2","60_67_4_0"
"125_6_2","62_67_4"
"137_0_2","68_67_4"
"39_49_3","19_67_5"
"43_47_3","21_67_5_0"
"45_46_3","22_67_5_1"
"59_39_3","29_67_5_2"
"61_38_3","30_67_5_3"
"69_34_3","34_67_5_3"
"75_31_3_0","37_67_5_2"
"75_31_3_1","0"
"77_30_3","38_67_5_2"
"99_19_3","49_67_5_2"
"101_18_3","50_67_5_3"
"109_14_3","54_67_5_2"
"121_8_3","60_67_5_2"
"137_0_3","68_67_5_2"
"21_58_4","10_67_6_1"
"25_56_4_0","12_67_6_2"
"25_56_4_1","12_67_6_1"
"33_52_4_0","16_67_6_1"
"33_52_4_1","16_67_6_3"
"37_50_4_0","18_67_6_1"
"37_50_4_1","18_67_6_1 + 18_67_6_2"
"41_48_4_0","20_67_6_1"
"41_48_4_1","20_67_6_2"
"41_48_4_2","20_67_6_2 + 20_67_6_3"
"45_46_4","22_67_6_1"
"49_44_4","24_67_6_2"
"57_40_4_0","28_67_6_3"
"57_40_4_1","0"
"59_39_4","29_67_6_3"
"61_38_4_0","30_67_6_2"
"61_38_4_1","30_67_6_2 + 30_67_6_3"
"73_32_4","36_67_6_2"
"77_30_4","38_67_6_2"
"91_23_4","45_67_6_2"
"97_20_4","48_67_6_3"
"101_18_4_0","50_67_6_3"
"101_18_4_1","0"
"103_17_4","51_67_6_2"
"109_14_4","54_67_6_2"
"137_0_4","68_67_6_2"
"19_59_5_0","9_67_7_0"
"19_59_5_1","9_67_7_2"
"21_58_5","10_67_7_3"
"25_56_5","12_67_7_1"
"29_54_5","14_67_7_1"
"33_52_5_0","16_67_7_1"
"33_52_5_1","16_67_7_2"
"35_51_5_0","17_67_7_1"
"35_51_5_1","17_67_7_2"
"39_49_5_0","19_67_7"
"39_49_5_1","0"
"41_48_5_0","20_67_7_0"
"41_48_5_1","20_67_7_0 + 20_67_7_1"
"49_44_5","24_67_7_1"
"57_40_5_0","28_67_7_2"
"57_40_5_1","28_67_7_1"
"61_38_5","30_67_7_1"
"67_35_5","33_67_7_1"
"75_31_5_0","37_67_7_1"
"75_31_5_1","0"
"77_30_5","38_67_7_1"
"89_24_5","44_67_7_1"
"97_20_5","48_67_7_2"
"101_18_5","50_67_7_1"
"107_15_5_0","53_67_7_1"
"107_15_5_1","53_67_7_1"
"109_14_5","54_67_7_1"
"137_0_5","68_67_7_1"
"9_64_6_0","4_67_8_0"
"9_64_6_1","4_67_8_1"
"13_62_6_0","0"
"13_62_6_1","6_67_8_2"
"17_60_6_0","8_67_8_3"
"17_60_6_1","8_67_8_3 + 8_67_8_4"
"17_60_6_2","8_67_8_2"
"17_60_6_3","8_67_8_5 + 8_67_8_6"
"17_60_6_4","8_67_8_5"
"21_58_6","10_67_8_3"
"25_56_6","12_67_8_3"
"29_54_6_0","14_67_8_2"
"29_54_6_1","14_67_8_3"
"33_52_6_0","16_67_8_0"
"33_52_6_1","16_67_8_2"
"33_52_6_2","16_67_8_0 + 16_67_8_2 + 16_67_8_4"
"37_50_6_0","18_67_8_1"
"37_50_6_1","18_67_8_1 + 18_67_8_2"
"41_48_6_0","20_67_8_1"
"41_48_6_1","20_67_8_2"
"53_42_6","26_67_8_1"
"57_40_6_0","0"
"57_40_6_1","28_67_8_1"
"61_38_6_0","0"
"61_38_6_1","30_67_8_2"
"65_36_6","32_67_8_2"
"69_34_6","34_67_8_1"
"73_32_6","36_67_8_1"
"77_30_6","38_67_8_1"
"97_20_6","48_67_8_1"
"105_16_6","52_67_8_1"
"109_14_6","54_67_8_1"
"137_0_6","68_67_8_1"
"5_66_7_0","2_67_9"
"5_66_7_1","0"
"13_62_7_0","6_67_9_0 + 6_67_9_1"
"13_62_7_1","6_67_9_1"
"17_60_7_0","8_67_9_2 + 8_67_9_3"
"17_60_7_1","8_67_9_3"
"25_56_7","12_67_9_2"
"27_55_7_0","13_67_9_1"
"27_55_7_1","13_67_9_1"
"29_54_7","14_67_9_1"
"37_50_7","18_67_9_3"
"41_48_7_0","20_67_9_3"
"41_48_7_1","20_67_9_2"
"53_42_7","26_67_9_2"
"61_38_7","30_67_9_3"
"67_35_7","33_67_9_2"
"73_32_7","36_67_9_2"
"77_30_7","38_67_9_2"
"85_26_7","42_67_9_3"
"91_23_7","45_67_9_2"
"105_16_7","52_67_9_2"
"137_0_7","68_67_9_2"
"9_64_8","4_67_10"
"17_60_8_0","8_67_10_2"
"17_60_8_1","8_67_10_1"
"21_58_8","10_67_10_1"
"23_57_8_0","11_67_10_0"
"23_57_8_1","0"
"23_57_8_2","0"
"25_56_8","12_67_10_2"
"29_54_8_0","14_67_10_4"
"29_54_8_1","14_67_10_3"
"33_52_8","16_67_10_2"
"35_51_8_0","17_67_10_1"
"35_51_8_1","0"
"37_50_8","18_67_10_1"
"41_48_8","20_67_10_1"
"43_47_8_0","0"
"43_47_8_1","21_67_10_1"
"57_40_8","28_67_10_1"
"61_38_8","30_67_10_1"
"69_34_8","34_67_10_1"
"73_32_8","36_67_10_1"
"77_30_8","38_67_10_1"
"81_28_8","40_67_10_2"
"85_26_8","42_67_10_2"
"87_25_8","43_67_10_1"
"93_22_8","46_67_10_1"
"137_0_8","68_67_10_1"
"9_64_9","4_67_11"
"17_60_9_0","8_67_11_0"
"17_60_9_1","8_67_11_0 + 8_67_11_4"
"17_60_9_2","8_67_11_2"
"25_56_9","12_67_11_2"
"29_54_9_0","14_67_11_3 + 14_67_11_4"
"29_54_9_1","14_67_11_4"
"35_51_9_0","17_67_11_2"
"35_51_9_1","0"
"37_50_9","18_67_11_3"
"41_48_9_0","0"
"41_48_9_1","20_67_11_2"
"53_42_9","26_67_11_2"
"59_39_9","29_67_11_2"
"69_34_9","34_67_11_2"
"77_30_9","38_67_11_3"
"81_28_9","40_67_11_3"
"85_26_9","42_67_11_2"
"91_23_9_0","45_67_11_2"
"91_23_9_1","0"
"93_22_9","46_67_11_2"
"137_0_9","68_67_11_2"
"9_64_10_0","4_67_12_0"
"9_64_10_1","4_67_12_1"
"13_62_10_0","0"
"13_62_10_1","6_67_12_2"
"13_62_10_2","6_67_12_1"
"17_60_10_0","8_67_12_2 + 8_67_12_3"
"17_60_10_1","8_67_12_2"
"19_59_10_0","9_67_12_2"
"19_59_10_1","0"
"21_58_10_0","10_67_12_3"
"21_58_10_1","10_67_12_2"
"25_56_10_0","12_67_12_1"
"25_56_10_1","12_67_12_1 + 12_67_12_2"
"29_54_10_0","0"
"29_54_10_1","14_67_12_2"
"29_54_10_2","14_67_12_1"
"37_50_10","18_67_12_1"
"49_44_10","24_67_12_1"
"57_40_10","28_67_12_1"
"77_30_10","38_67_12_2"
"81_28_10","40_67_12_1"
"89_24_10","44_67_12_1"
"93_22_10","46_67_12_1"
"137_0_10","68_67_12_1"
"9_64_11","4_67_13_1"
"11_63_11_0","0"
"11_63_11_1","0"
"11_63_11_2","5_67_13_1"
"11_63_11_3","0"
"13_62_11","6_67_13_1"
"17_60_11_0","8_67_13_0"
"17_60_11_1","8_67_13_1"
"21_58_11","10_67_13_1"
"25_56_11","12_67_13_1"
"27_55_11","13_67_13"
"29_54_11_0","0"
"29_54_11_1","14_67_13_0"
"29_54_11_2","14_67_13_0 + 14_67_13_1"
"33_52_11","16_67_13"
"45_46_11","22_67_13"
"57_40_11","28_67_13"
"69_34_11","34_67_13_1"
"77_30_11","38_67_13"
"89_24_11","44_67_13"
"137_0_11","68_67_13"
"5_66_12","2_67_14"
"9_64_12_0","0"
"9_64_12_1","4_67_14"
"17_60_12_0","8_67_14_1"
"17_60_12_1","8_67_14_3"
"21_58_12","10_67_14_2"
"25_56_12","12_67_14_2"
"29_54_12_0","14_67_14_2"
"29_54_12_1","14_67_14_2 + 14_67_14_3"
"29_54_12_2","14_67_14_4"
"41_48_12","20_67_14_2"
"53_42_12","26_67_14_2"
"57_40_12","28_67_14_2"
"65_36_12","32_67_14_3"
"69_34_12","34_67_14_3"
"71_33_12","35_67_14_2"
"77_30_12","38_67_14_2"
"137_0_12","68_67_14_2"
"5_66_13","2_67_15"
"9_64_13","4_67_15_0"
"13_62_13_0","6_67_15_0"
"13_62_13_1","6_67_15_2"
"17_60_13_0","8_67_15_2"
