"element","image"
"65_77_8_0","0"
"65_77_8_1","64_77_9_0"
"65_77_8_2","64_77_9_0 + 64_77_9_1"
"66_77_8_0","0"
"66_77_8_1","65_77_9_0"
"66_77_8_2","65_77_9_0 + 65_77_9_1"
"67_77_8_0","0"
"67_77_8_1","66_77_9_0"
"67_77_8_2","66_77_9_0 + 66_77_9_1"
"67_77_8_3","0"
"68_77_8_0","0"
"68_77_8_1","67_77_9_0"
"68_77_8_2","67_77_9_0 + 67_77_9_1"
"68_77_8_3","0"
"69_77_8_0","0"
"69_77_8_1","68_77_9_0"
"69_77_8_2","68_77_9_0 + 68_77_9_1"
"70_77_8_0","0"
"70_77_8_1","69_77_9_0"
"70_77_8_2","69_77_9_0 + 69_77_9_1"
"71_77_8_0","0"
"71_77_8_1","70_77_9_0"
"71_77_8_2","70_77_9_0 + 70_77_9_1"
"72_77_8_0","0"
"72_77_8_1","71_77_9_0"
"72_77_8_2","71_77_9_0 + 71_77_9_1"
"73_77_8_0","0"
"73_77_8_1","72_77_9_0"
"73_77_8_2","72_77_9_0 + 72_77_9_1"
"74_77_8_0","0"
"74_77_8_1","73_77_9_0"
"74_77_8_2","73_77_9_0 + 73_77_9_1"
"75_77_8_0","0"
"75_77_8_1","74_77_9_0"
"75_77_8_2","74_77_9_0 + 74_77_9_1"
"76_77_8_0","0"
"76_77_8_1","75_77_9_0"
"76_77_8_2","75_77_9_0 + 75_77_9_1"
"77_77_8_0","0"
"77_77_8_1","76_77_9_0"
"77_77_8_2","76_77_9_0 + 76_77_9_1"
"78_77_8_0","0"
"78_77_8_1","77_77_9_0"
"78_77_8_2","77_77_9_0 + 77_77_9_1"
"78_77_8_3","0"
"79_77_8_0","0"
"79_77_8_1","78_77_9_0"
"79_77_8_2","78_77_9_0 + 78_77_9_1"
"80_77_8_0","0"
"80_77_8_1","79_77_9_0"
"80_77_8_2","79_77_9_0 + 79_77_9_1"
"81_77_8_0","0"
"81_77_8_1","80_77_9_0"
"81_77_8_2","80_77_9_0 + 80_77_9_1"
"82_77_8_0","0"
"82_77_8_1","81_77_9_0"
"82_77_8_2","81_77_9_0 + 81_77_9_1"
"83_77_8_0","0"
"83_77_8_1","82_77_9_0"
"83_77_8_2","82_77_9_0 + 82_77_9_1"
"84_77_8_0","0"
"84_77_8_1","83_77_9_0"
"84_77_8_2","83_77_9_0 + 83_77_9_1"
"85_77_8_0","0"
"85_77_8_1","84_77_9_0"
"85_77_8_2","84_77_9_0 + 84_77_9_1"
"86_77_8_0","0"
"86_77_8_1","85_77_9_0"
"86_77_8_2","85_77_9_0 + 85_77_9_1"
"87_77_8_0","0"
"87_77_8_1","86_77_9_0"
"87_77_8_2","86_77_9_0 + 86_77_9_1"
"88_77_8_0","0"
"88_77_8_1","87_77_9_0"
"88_77_8_2","87_77_9_0 + 87_77_9_1"
"89_77_8_0","0"
"89_77_8_1","88_77_9_0"
"89_77_8_2","88_77_9_0 + 88_77_9_1"
"90_77_8_0","0"
"90_77_8_1","89_77_9_0"
"90_77_8_2","89_77_9_0 + 89_77_9_1"
"91_77_8_0","0"
"91_77_8_1","90_77_9_0"
"91_77_8_2","90_77_9_0 + 90_77_9_1"
"92_77_8_0","0"
"92_77_8_1","91_77_9_0"
"92_77_8_2","91_77_9_0 + 91_77_9_1"
"93_77_8_0","0"
"93_77_8_1","92_77_9_0"
"93_77_8_2","92_77_9_0 + 92_77_9_1"
"94_77_8_0","0"
"94_77_8_1","93_77_9_0"
"94_77_8_2","93_77_9_0 + 93_77_9_1"
"95_77_8_0","0"
"95_77_8_1","94_77_9_0"
"95_77_8_2","94_77_9_0 + 94_77_9_1"
"96_77_8_0","0"
"96_77_8_1","95_77_9_0"
"96_77_8_2","95_77_9_0 + 95_77_9_1"
"97_77_8_0","0"
"97_77_8_1","96_77_9_0"
"97_77_8_2","96_77_9_0 + 96_77_9_1"
"98_77_8_0","0"
"98_77_8_1","97_77_9_0"
"98_77_8_2","97_77_9_0 + 97_77_9_1"
"99_77_8_0","0"
"99_77_8_1","98_77_9_0"
"99_77_8_2","98_77_9_0 + 98_77_9_1"
"3_77_9","2_77_10_0"
"4_77_9_0","0"
"4_77_9_1","0"
"4_77_9_2","0"
"4_77_9_3","3_77_10_1"
"5_77_9","4_77_10_1"
"8_77_9_0","0"
"8_77_9_1","0"
"8_77_9_2","7_77_10_0 + 7_77_10_1"
"8_77_9_3","7_77_10_1"
"9_77_9_0","8_77_10_0 + 8_77_10_1"
"9_77_9_1","8_77_10_1"
"14_77_9_0","0"
"14_77_9_1","0"
"14_77_9_2","0"
"14_77_9_3","13_77_10_2"
"15_77_9_0","0"
"15_77_9_1","14_77_10_2"
"16_77_9_0","0"
"16_77_9_1","15_77_10_2"
"16_77_9_2","0"
"16_77_9_3","15_77_10_1 + 15_77_10_3 + 15_77_10_4"
"16_77_9_4","15_77_10_1 + 15_77_10_2"
"16_77_9_5","15_77_10_1 + 15_77_10_2 + 15_77_10_4"
"17_77_9_0","0"
"17_77_9_1","16_77_10_2"
"17_77_9_2","16_77_10_1 + 16_77_10_3 + 16_77_10_4"
"17_77_9_3","16_77_10_1 + 16_77_10_2"
"17_77_9_4","16_77_10_1 + 16_77_10_2 + 16_77_10_4"
"18_77_9_0","0"
"18_77_9_1","17_77_10_1"
"18_77_9_2","17_77_10_1"
"18_77_9_3","17_77_10_1"
"18_77_9_4","0"
"18_77_9_5","0"
"19_77_9_0","0"
"19_77_9_1","18_77_10_1"
"19_77_9_2","18_77_10_1"
"19_77_9_3","18_77_10_1"
"20_77_9_0","0"
"20_77_9_1","19_77_10_1"
"20_77_9_2","19_77_10_1"
"20_77_9_3","19_77_10_1"
"20_77_9_4","0"
"21_77_9_0","0"
"21_77_9_1","20_77_10_1"
"21_77_9_2","20_77_10_1"
"21_77_9_3","20_77_10_1"
"24_77_9_0","0"
"24_77_9_1","0"
"24_77_9_2","0"
"24_77_9_3","23_77_10_0 + 23_77_10_1"
"25_77_9_0","0"
"25_77_9_1","0"
"25_77_9_2","0"
"25_77_9_3","24_77_10_0 + 24_77_10_1"
"26_77_9_0","0"
"26_77_9_1","0"
"26_77_9_2","25_77_10_0 + 25_77_10_1"
"27_77_9_0","0"
"27_77_9_1","0"
"27_77_9_2","26_77_10_0 + 26_77_10_1"
"28_77_9_0","0"
"28_77_9_1","0"
"28_77_9_2","27_77_10_0"
"29_77_9_0","0"
"29_77_9_1","0"
"29_77_9_2","28_77_10_0"
"30_77_9_0","0"
"30_77_9_1","0"
"30_77_9_2","29_77_10_0"
"30_77_9_3","0"
"31_77_9_0","0"
"31_77_9_1","30_77_10_0"
"31_77_9_2","30_77_10_2"
"32_77_9_0","0"
"32_77_9_1","31_77_10_0"
"32_77_9_2","0"
"32_77_9_3","31_77_10_1"
"33_77_9_0","0"
"33_77_9_1","32_77_10_0"
"33_77_9_2","32_77_10_1"
"34_77_9_0","0"
"34_77_9_1","33_77_10"
"34_77_9_2","0"
"35_77_9_0","0"
"35_77_9_1","34_77_10"
"35_77_9_2","0"
"36_77_9_0","0"
"36_77_9_1","35_77_10"
"36_77_9_2","0"
"36_77_9_3","0"
"37_77_9_0","0"
"37_77_9_1","36_77_10_0"
"37_77_9_2","0"
"38_77_9_0","0"
"38_77_9_1","37_77_10_0"
"38_77_9_2","0"
"39_77_9_0","0"
"39_77_9_1","38_77_10_0"
"39_77_9_2","0"
"40_77_9_0","0"
"40_77_9_1","39_77_10"
"40_77_9_2","0"
"40_77_9_3","0"
"41_77_9_0","0"
"41_77_9_1","40_77_10_0"
"41_77_9_2","0"
"42_77_9_0","0"
"42_77_9_1","41_77_10"
"43_77_9_0","0"
"43_77_9_1","42_77_10"
"44_77_9_0","0"
"44_77_9_1","43_77_10_0"
"44_77_9_2","43_77_10_1"
"45_77_9_0","0"
"45_77_9_1","44_77_10_0"
"45_77_9_2","44_77_10_1"
"46_77_9_0","0"
"46_77_9_1","45_77_10_0"
"46_77_9_2","45_77_10_1"
"46_77_9_3","0"
"47_77_9_0","0"
"47_77_9_1","46_77_10_0"
"47_77_9_2","46_77_10_1"
"48_77_9_0","0"
"48_77_9_1","47_77_10_0"
"48_77_9_2","47_77_10_1"
"48_77_9_3","0"
"49_77_9_0","0"
"49_77_9_1","48_77_10_0"
"49_77_9_2","48_77_10_1"
"50_77_9_0","0"
"50_77_9_1","49_77_10_0"
"50_77_9_2","49_77_10_1"
"51_77_9_0","0"
"51_77_9_1","50_77_10_0"
"51_77_9_2","50_77_10_1"
"52_77_9_0","0"
"52_77_9_1","51_77_10_0"
"52_77_9_2","51_77_10_1"
"52_77_9_3","0"
"53_77_9_0","0"
"53_77_9_1","52_77_10_0"
"53_77_9_2","52_77_10_1"
"54_77_9_0","0"
"54_77_9_1","53_77_10_0"
"54_77_9_2","53_77_10_1"
"55_77_9_0","0"
"55_77_9_1","54_77_10"
"55_77_9_2","0"
"56_77_9_0","0"
"56_77_9_1","55_77_10_0"
"56_77_9_2","55_77_10_1"
"57_77_9_0","0"
"57_77_9_1","56_77_10_0"
"57_77_9_2","56_77_10_1"
"58_77_9_0","0"
"58_77_9_1","57_77_10_0"
"58_77_9_2","57_77_10_1"
"59_77_9_0","0"
"59_77_9_1","58_77_10_0"
"59_77_9_2","58_77_10_1"
"60_77_9_0","0"
"60_77_9_1","59_77_10_0"
"60_77_9_2","59_77_10_1"
"61_77_9_0","0"
"61_77_9_1","60_77_10_0"
"61_77_9_2","60_77_10_1"
"62_77_9_0","0"
"62_77_9_1","61_77_10_0"
"62_77_9_2","61_77_10_1"
"63_77_9_0","0"
"63_77_9_1","62_77_10"
"64_77_9_0","0"
"64_77_9_1","63_77_10"
"65_77_9_0","0"
"65_77_9_1","64_77_10"
"66_77_9_0","0"
"66_77_9_1","65_77_10"
"67_77_9_0","0"
"67_77_9_1","66_77_10"
"68_77_9_0","0"
"68_77_9_1","67_77_10"
"69_77_9_0","0"
"69_77_9_1","68_77_10"
"70_77_9_0","0"
"70_77_9_1","69_77_10"
"71_77_9_0","0"
"71_77_9_1","70_77_10"
"72_77_9_0","0"
"72_77_9_1","71_77_10"
"73_77_9_0","0"
"73_77_9_1","72_77_10"
"74_77_9_0","0"
"74_77_9_1","73_77_10"
"75_77_9_0","0"
"75_77_9_1","74_77_10"
"76_77_9_0","0"
"76_77_9_1","75_77_10"
"77_77_9_0","0"
"77_77_9_1","76_77_10"
"78_77_9_0","0"
"78_77_9_1","77_77_10"
"78_77_9_2","0"
"79_77_9_0","0"
"79_77_9_1","78_77_10_0"
"80_77_9_0","0"
"80_77_9_1","79_77_10"
"81_77_9_0","0"
"81_77_9_1","80_77_10"
"82_77_9_0","0"
"82_77_9_1","81_77_10"
"83_77_9_0","0"
"83_77_9_1","82_77_10"
"84_77_9_0","0"
"84_77_9_1","83_77_10"
"85_77_9_0","0"
"85_77_9_1","84_77_10"
"86_77_9_0","0"
"86_77_9_1","85_77_10"
"87_77_9_0","0"
"87_77_9_1","86_77_10"
"88_77_9_0","0"
"88_77_9_1","87_77_10"
"89_77_9_0","0"
"89_77_9_1","88_77_10"
"90_77_9_0","0"
"90_77_9_1","89_77_10"
"91_77_9_0","0"
"91_77_9_1","90_77_10"
"92_77_9_0","0"
"92_77_9_1","91_77_10"
"93_77_9_0","0"
"93_77_9_1","92_77_10"
"94_77_9_0","0"
"94_77_9_1","93_77_10"
"95_77_9_0","0"
"95_77_9_1","94_77_10"
"96_77_9_0","0"
"96_77_9_1","95_77_10"
"97_77_9_0","0"
"97_77_9_1","96_77_10"
"98_77_9_0","0"
"98_77_9_1","97_77_10"
"99_77_9_0","0"
"99_77_9_1","98_77_10"
"3_77_10_0","0"
"3_77_10_1","2_77_11_0"
"4_77_10_0","0"
"4_77_10_1","0"
"4_77_10_2","0"
"4_77_10_3","3_77_11_0 + 3_77_11_1"
"4_77_10_4","3_77_11_0"
"5_77_10_0","0"
"5_77_10_1","4_77_11_0 + 4_77_11_1"
"5_77_10_2","4_77_11_0"
"8_77_10_0","0"
"8_77_10_1","0"
"8_77_10_2","0"
"8_77_10_3","0"
"8_77_10_4","7_77_11_0"
"9_77_10","8_77_11_0"
"10_77_10","9_77_11_1"
"11_77_10","10_77_11_1 + 10_77_11_2"
"12_77_10","11_77_11_1"
"13_77_10_0","12_77_11_1"
"13_77_10_1","0"
"13_77_10_2","12_77_11_1"
"14_77_10_0","13_77_11_1"
"14_77_10_1","0"
"14_77_10_2","13_77_11_1"
"14_77_10_3","0"
"15_77_10_0","14_77_11_1"
"15_77_10_1","0"
"15_77_10_2","14_77_11_1"
"15_77_10_3","14_77_11_3"
"15_77_10_4","14_77_11_3"
"16_77_10_0","15_77_11_1"
"16_77_10_1","0"
"16_77_10_2","15_77_11_1"
"16_77_10_3","0"
"16_77_10_4","0"
"16_77_10_5","0"
"17_77_10_0","16_77_11_1"
"17_77_10_1","16_77_11_1"
"18_77_10_0","17_77_11_1"
"18_77_10_1","17_77_11_1"
"18_77_10_2","0"
"18_77_10_3","0"
"19_77_10_0","18_77_11_1"
"19_77_10_1","18_77_11_1"
"22_77_10_0","0"
"22_77_10_1","21_77_11_1 + 21_77_11_2 + 21_77_11_3"
"23_77_10_0","0"
"23_77_10_1","22_77_11_1 + 22_77_11_2 + 22_77_11_3"
"24_77_10_0","0"
"24_77_10_1","23_77_11_1 + 23_77_11_2"
"24_77_10_2","0"
"25_77_10_0","0"
"25_77_10_1","24_77_11_1 + 24_77_11_2"
"26_77_10_0","0"
"26_77_10_1","25_77_11_1 + 25_77_11_2"
"27_77_10_0","26_77_11_1"
"27_77_10_1","0"
"28_77_10_0","27_77_11_1"
"28_77_10_1","0"
"29_77_10_0","28_77_11_1"
"29_77_10_1","0"
"30_77_10_0","29_77_11_1"
"30_77_10_1","0"
"30_77_10_2","0"
"31_77_10_0","30_77_11_1"
"31_77_10_1","0"
"32_77_10_0","31_77_11_1"
"32_77_10_1","0"
"33_77_10","32_77_11_1"
"34_77_10","33_77_11_1"
"35_77_10","34_77_11_1"
"36_77_10_0","35_77_11_1"
"36_77_10_1","35_77_11_2"
"37_77_10_0","36_77_11_1"
"37_77_10_1","36_77_11_2"
"38_77_10_0","37_77_11_1"
"38_77_10_1","0"
"39_77_10","38_77_11_1"
"40_77_10_0","39_77_11_1"
"40_77_10_1","0"
"41_77_10","40_77_11_1"
"42_77_10","41_77_11_1"
"43_77_10_0","42_77_11_1"
"43_77_10_1","42_77_11_2"
"44_77_10_0","43_77_11_1"
"44_77_10_1","43_77_11_2"
"44_77_10_2","0"
"45_77_10_0","44_77_11_1"
"45_77_10_1","44_77_11_2"
"46_77_10_0","45_77_11_1"
"46_77_10_1","45_77_11_2"
"46_77_10_2","0"
"47_77_10_0","46_77_11_1"
"47_77_10_1","46_77_11_2"
"48_77_10_0","47_77_11_1"
"48_77_10_1","47_77_11_2"
"48_77_10_2","0"
"49_77_10_0","48_77_11_1"
"49_77_10_1","48_77_11_2"
"50_77_10_0","49_77_11_1"
"50_77_10_1","49_77_11_2"
"50_77_10_2","0"
"51_77_10_0","50_77_11_1"
"51_77_10_1","50_77_11_2"
"52_77_10_0","51_77_11_1"
"52_77_10_1","51_77_11_2"
"52_77_10_2","0"
"53_77_10_0","52_77_11_1"
"53_77_10_1","52_77_11_2"
"54_77_10","53_77_11_1"
"55_77_10_0","54_77_11_1"
"55_77_10_1","54_77_11_2"
"56_77_10_0","55_77_11_1"
"56_77_10_1","55_77_11_2"
"56_77_10_2","0"
"57_77_10_0","56_77_11_1"
"57_77_10_1","56_77_11_2"
"58_77_10_0","57_77_11_1"
"58_77_10_1","57_77_11_2"
"59_77_10_0","58_77_11_1"
"59_77_10_1","58_77_11_2"
"60_77_10_0","59_77_11_1"
"60_77_10_1","59_77_11_2"
"61_77_10_0","60_77_11_1"
"61_77_10_1","0"
"62_77_10","61_77_11_1"
"63_77_10","62_77_11_1"
"64_77_10","63_77_11_1"
"65_77_10","64_77_11_1"
"66_77_10","65_77_11_1"
"67_77_10","66_77_11_1"
"68_77_10","67_77_11_1"
"69_77_10","68_77_11_1"
"70_77_10","69_77_11_1"
"71_77_10","70_77_11_1"
"72_77_10","71_77_11_1"
"73_77_10","72_77_11_1"
"74_77_10","73_77_11_1"
"75_77_10","74_77_11_1"
"76_77_10","75_77_11_1"
"77_77_10","76_77_11_1"
"78_77_10_0","77_77_11_1"
"78_77_10_1","0"
"79_77_10","78_77_11_1"
"80_77_10","79_77_11_1"
"81_77_10","80_77_11_1"
"82_77_10","81_77_11_1"
"83_77_10","82_77_11_1"
"84_77_10","83_77_11_1"
"85_77_10","84_77_11_1"
"86_77_10","85_77_11_1"
"87_77_10","86_77_11_1"
"88_77_10","87_77_11_1"
"89_77_10","88_77_11_1"
"90_77_10","89_77_11_1"
"91_77_10","90_77_11_1"
"92_77_10","91_77_11_1"
"93_77_10","92_77_11_1"
"94_77_10","93_77_11_1"
"95_77_10","94_77_11_1"
"96_77_10","95_77_11_1"
"97_77_10","96_77_11_1"
"98_77_10","97_77_11_1"
"99_77_10","98_77_11_1"
"3_77_11_0","2_77_12_0"
"3_77_11_1","2_77_12_0"
"6_77_11_0","0"
"6_77_11_1","5_77_12_0"
"16_77_11_0","0"
"16_77_11_1","0"
"16_77_11_2","0"
"16_77_11_3","15_77_12_2"
"16_77_11_4","15_77_12_3"
"16_77_11_5","15_77_12_1 + 15_77_12_2"
"17_77_11_0","0"
"17_77_11_1","0"
"17_77_11_2","16_77_12_2"
"17_77_11_3","16_77_12_3"
"17_77_11_4","16_77_12_1 + 16_77_12_2"
"18_77_11_0","0"
"18_77_11_1","0"
"18_77_11_2","17_77_12_2"
"18_77_11_3","17_77_12_1"
"18_77_11_4","0"
"19_77_11_0","0"
"19_77_11_1","18_77_12_2"
"19_77_11_2","18_77_12_1"
"20_77_11_0","0"
"20_77_11_1","19_77_12_2"
"20_77_11_2","19_77_12_1"
"21_77_11_0","0"
"21_77_11_1","0"
"21_77_11_2","20_77_12_1"
"21_77_11_3","20_77_12_2"
"22_77_11_0","0"
"22_77_11_1","0"
"22_77_11_2","21_77_12_1"
"22_77_11_3","21_77_12_2"
"23_77_11_0","0"
"23_77_11_1","22_77_12_1"
"23_77_11_2","22_77_12_2"
"24_77_11_0","0"
"24_77_11_1","23_77_12_1"
"24_77_11_2","23_77_12_2"
"24_77_11_3","0"
"25_77_11_0","0"
"25_77_11_1","24_77_12_1"
"25_77_11_2","24_77_12_2"
"26_77_11_0","0"
"26_77_11_1","25_77_12_1"
"27_77_11_0","0"
"27_77_11_1","26_77_12_1"
"28_77_11_0","0"
"28_77_11_1","27_77_12_1"
"28_77_11_2","27_77_12_2"
"29_77_11_0","0"
"29_77_11_1","28_77_12_1"
"29_77_11_2","28_77_12_2"
"30_77_11_0","0"
"30_77_11_1","29_77_12_1"
"30_77_11_2","0"
"31_77_11_0","0"
"31_77_11_1","30_77_12_1"
"31_77_11_2","0"
"32_77_11_0","0"
"32_77_11_1","31_77_12_1"
"32_77_11_2","0"
"33_77_11_0","0"
"33_77_11_1","32_77_12_1"
"33_77_11_2","0"
"34_77_11_0","0"
"34_77_11_1","33_77_12_1"
"34_77_11_2","33_77_12_2"
"35_77_11_0","0"
"35_77_11_1","34_77_12_1"
"35_77_11_2","34_77_12_2"
"36_77_11_0","0"
"36_77_11_1","35_77_12_1"
"36_77_11_2","0"
"37_77_11_0","0"
"37_77_11_1","36_77_12_1"
"38_77_11_0","0"
"38_77_11_1","37_77_12_1"
"39_77_11_0","0"
"39_77_11_1","38_77_12_1"
"40_77_11_0","0"
"40_77_11_1","39_77_12_1"
"41_77_11_0","0"
"41_77_11_1","40_77_12_1"
"41_77_11_2","40_77_12_2"
"42_77_11_0","0"
"42_77_11_1","41_77_12_1"
"42_77_11_2","41_77_12_2"
"43_77_11_0","0"
"43_77_11_1","42_77_12_1"
"43_77_11_2","42_77_12_2"
"44_77_11_0","0"
"44_77_11_1","43_77_12_1"
"44_77_11_2","43_77_12_2"
"44_77_11_3","0"
"45_77_11_0","0"
"45_77_11_1","44_77_12_1"
"45_77_11_2","44_77_12_2"
"46_77_11_0","0"
"46_77_11_1","45_77_12_1"
"46_77_11_2","45_77_12_2"
"47_77_11_0","0"
"47_77_11_1","46_77_12_1"
"47_77_11_2","46_77_12_2"
"48_77_11_0","0"
"48_77_11_1","47_77_12_1"
"48_77_11_2","47_77_12_2"
"48_77_11_3","0"
"49_77_11_0","0"
"49_77_11_1","48_77_12_1"
"49_77_11_2","48_77_12_2"
"50_77_11_0","0"
"50_77_11_1","49_77_12_1"
"50_77_11_2","49_77_12_2"
"50_77_11_3","0"
"51_77_11_0","0"
"51_77_11_1","50_77_12_1"
"51_77_11_2","50_77_12_2"
"52_77_11_0","0"
"52_77_11_1","51_77_12_1"
"52_77_11_2","0"
"53_77_11_0","0"
"53_77_11_1","52_77_12_1"
"54_77_11_0","0"
"54_77_11_1","53_77_12_1"
"54_77_11_2","53_77_12_2"
"55_77_11_0","0"
"55_77_11_1","54_77_12_1"
"55_77_11_2","54_77_12_2"
"56_77_11_0","0"
"56_77_11_1","55_77_12_1"
"56_77_11_2","55_77_12_2"
"56_77_11_3","0"
"57_77_11_0","0"
"57_77_11_1","56_77_12_1"
"57_77_11_2","56_77_12_2"
"58_77_11_0","0"
"58_77_11_1","57_77_12_1"
"58_77_11_2","0"
"59_77_11_0","0"
"59_77_11_1","58_77_12_1"
"59_77_11_2","0"
"60_77_11_0","0"
"60_77_11_1","59_77_12_1"
"60_77_11_2","59_77_12_2"
"61_77_11_0","0"
"61_77_11_1","60_77_12_1"
"61_77_11_2","60_77_12_2"
"62_77_11_0","0"
"62_77_11_1","61_77_12_1"
"63_77_11_0","0"
"63_77_11_1","62_77_12_1"
"64_77_11_0","0"
"64_77_11_1","63_77_12_1"
"65_77_11_0","0"
"65_77_11_1","64_77_12_1"
"66_77_11_0","0"
"66_77_11_1","65_77_12_1"
"67_77_11_0","0"
"67_77_11_1","66_77_12_1"
"68_77_11_0","0"
"68_77_11_1","67_77_12_1"
"69_77_11_0","0"
"69_77_11_1","68_77_12_1"
"70_77_11_0","0"
"70_77_11_1","69_77_12_1"
"71_77_11_0","0"
"71_77_11_1","70_77_12_1"
"72_77_11_0","0"
"72_77_11_1","71_77_12_1"
"73_77_11_0","0"
"73_77_11_1","72_77_12_1"
"74_77_11_0","0"
"74_77_11_1","73_77_12_1"
"75_77_11_0","0"
"75_77_11_1","74_77_12_1"
"76_77_11_0","0"
"76_77_11_1","75_77_12_1"
"77_77_11_0","0"
"77_77_11_1","76_77_12_1"
"78_77_11_0","0"
"78_77_11_1","77_77_12_1"
"78_77_11_2","0"
"79_77_11_0","0"
"79_77_11_1","78_77_12_1"
"80_77_11_0","0"
"80_77_11_1","79_77_12_1"
"81_77_11_0","0"
"81_77_11_1","80_77_12_1"
"82_77_11_0","0"
"82_77_11_1","81_77_12_1"
"83_77_11_0","0"
"83_77_11_1","82_77_12_1"
"84_77_11_0","0"
"84_77_11_1","83_77_12_1"
"85_77_11_0","0"
"85_77_11_1","84_77_12_1"
"86_77_11_0","0"
"86_77_11_1","85_77_12_1"
"87_77_11_0","0"
"87_77_11_1","86_77_12_1"
"88_77_11_0","0"
"88_77_11_1","87_77_12_1"
"89_77_11_0","0"
"89_77_11_1","88_77_12_1"
"90_77_11_0","0"
"90_77_11_1","89_77_12_1"
"91_77_11_0","0"
"91_77_11_1","90_77_12_1"
"92_77_11_0","0"
"92_77_11_1","91_77_12_1"
"93_77_11_0","0"
"93_77_11_1","92_77_12_1"
"94_77_11_0","0"
"94_77_11_1","93_77_12_1"
"95_77_11_0","0"
"95_77_11_1","94_77_12_1"
"96_77_11_0","0"
"96_77_11_1","95_77_12_1"
"97_77_11_0","0"
"97_77_11_1","96_77_12_1"
"98_77_11_0","0"
"98_77_11_1","97_77_12_1"
"99_77_11_0","0"
"99_77_11_1","98_77_12_1"
"4_77_12_0","0"
"4_77_12_1","0"
"4_77_12_2","3_77_13"
"5_77_12_0","4_77_13_0"
"5_77_12_1","4_77_13_0"
"8_77_12_0","0"
"8_77_12_1","7_77_13_0"
"9_77_12_0","0"
"9_77_12_1","8_77_13_0"
"9_77_12_2","8_77_13_1 + 8_77_13_2"
"10_77_12_0","0"
"10_77_12_1","9_77_13_0 + 9_77_13_1"
"10_77_12_2","0"
"10_77_12_3","0"
"10_77_12_4","0"
"11_77_12_0","0"
"11_77_12_1","10_77_13_0 + 10_77_13_1"
"11_77_12_2","0"
"12_77_12_0","0"
"12_77_12_1","11_77_13_0 + 11_77_13_1"
"12_77_12_2","0"
"12_77_12_3","0"
"12_77_12_4","0"
"13_77_12_0","0"
"13_77_12_1","12_77_13_0 + 12_77_13_1"
"13_77_12_2","0"
"14_77_12_0","0"
"14_77_12_1","13_77_13_0 + 13_77_13_1"
"15_77_12_0","0"
"15_77_12_1","14_77_13_0 + 14_77_13_1"
"15_77_12_2","0"
"15_77_12_3","14_77_13_2 + 14_77_13_3"
"16_77_12_0","0"
"16_77_12_1","15_77_13_0 + 15_77_13_1"
"16_77_12_2","0"
"16_77_12_3","15_77_13_2 + 15_77_13_3"
"16_77_12_4","0"
"16_77_12_5","0"
"16_77_12_6","0"
"17_77_12_0","0"
"17_77_12_1","16_77_13_0 + 16_77_13_1"
"17_77_12_2","16_77_13_2 + 16_77_13_3"
"18_77_12_0","0"
"18_77_12_1","17_77_13_0 + 17_77_13_1"
"18_77_12_2","17_77_13_2 + 17_77_13_3"
"18_77_12_3","0"
"18_77_12_4","17_77_13_2 + 17_77_13_3"
"19_77_12_0","0"
"19_77_12_1","18_77_13_0 + 18_77_13_1"
"19_77_12_2","18_77_13_2"
"19_77_12_3","18_77_13_2"
"20_77_12_0","0"
"20_77_12_1","19_77_13_0 + 19_77_13_1"
"20_77_12_2","0"
"20_77_12_3","0"
"21_77_12_0","0"
"21_77_12_1","20_77_13_0 + 20_77_13_1"
"21_77_12_2","0"
"22_77_12_0","0"
"22_77_12_1","21_77_13_0 + 21_77_13_1"
"22_77_12_2","0"
"22_77_12_3","0"
"23_77_12_0","0"
"23_77_12_1","22_77_13_0 + 22_77_13_1"
"23_77_12_2","0"
"24_77_12_0","0"
"24_77_12_1","23_77_13_0 + 23_77_13_1"
"24_77_12_2","0"
"24_77_12_3","0"
"24_77_12_4","23_77_13_2"
"25_77_12_0","0"
"25_77_12_1","24_77_13_0 + 24_77_13_1"
"25_77_12_2","24_77_13_2"
"26_77_12_0","0"
"26_77_12_1","25_77_13_0 + 25_77_13_1"
"26_77_12_2","25_77_13_2"
"27_77_12_0","0"
"27_77_12_1","26_77_13_0 + 26_77_13_1"
"27_77_12_2","26_77_13_2"
"28_77_12_0","0"
"28_77_12_1","27_77_13_0 + 27_77_13_1"
"28_77_12_2","0"
"29_77_12_0","0"
"29_77_12_1","28_77_13_0 + 28_77_13_1"
"30_77_12_0","0"
"30_77_12_1","29_77_13_0 + 29_77_13_1"
"31_77_12_0","0"
"31_77_12_1","30_77_13_0 + 30_77_13_1"
"32_77_12_0","0"
"32_77_12_1","31_77_13_0 + 31_77_13_1"
"32_77_12_2","31_77_13_2"
"33_77_12_0","0"
"33_77_12_1","32_77_13_0 + 32_77_13_1"
"33_77_12_2","32_77_13_2"
"34_77_12_0","0"
"34_77_12_1","33_77_13_0 + 33_77_13_1"
"34_77_12_2","0"
"35_77_12_0","0"
"35_77_12_1","34_77_13_0 + 34_77_13_1"
"36_77_12_0","0"
"36_77_12_1","35_77_13_0 + 35_77_13_1"
"37_77_12_0","0"
"37_77_12_1","36_77_13_0 + 36_77_13_1"
"38_77_12_0","0"
"38_77_12_1","37_77_13_0 + 37_77_13_1"
"38_77_12_2","37_77_13_2"
"39_77_12_0","0"
"39_77_12_1","38_77_13_0 + 38_77_13_1"
